,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
3353,Toyota,8600.0,sedan,126,1.6,Petrol,yes,2008,Corolla
3354,Toyota,11000.0,sedan,156,1.8,Petrol,yes,2008,Avensis
3355,Volkswagen,11200.0,sedan,260,3.2,Petrol,yes,2006,Passat B6
3356,BMW,5000.0,sedan,270,3.0,Diesel,yes,2000,530
3357,BMW,14900.0,vagon,221,2.0,Diesel,yes,2008,520
3358,Mercedes-Benz,9500.0,other,280,2.9,Diesel,yes,1998,Sprinter 312
3359,Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004,Passat B5
3360,Toyota,14699.0,sedan,155,2.7867418728772444,Petrol,yes,2006,Camry
3361,Toyota,21900.0,sedan,88,2.5,Petrol,yes,2012,Camry
3362,BMW,77500.0,crossover,1,3.0,Petrol,yes,2016,X6
3363,Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004,Vito
3364,Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000,Vito
3365,Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011,S 63 AMG
3366,Mitsubishi,9000.0,sedan,158,2.7867418728772444,Other,yes,2007,Lancer
3368,Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008,Camry
3369,Mercedes-Benz,83000.0,crossover,70,3.0,Diesel,yes,2013,GL 350
3370,BMW,6500.0,sedan,311,2.0,Gas,yes,1998,520
3371,Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004,Vito
3372,Renault,5400.0,vagon,181,1.5,Diesel,no,2010,Megane
3373,Toyota,16800.0,crossover,238,4.0,Gas,yes,2004,Land Cruiser Prado
3374,Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012,Rav 4
3375,Mercedes-Benz,21300.0,crossover,143,3.2,Diesel,yes,2007,ML 320
3376,BMW,16999.0,other,90,2.5,Petrol,yes,2008,325
3378,Mercedes-Benz,5300.0,van,244,2.2,Diesel,yes,2000,Vito
3379,Mercedes-Benz,16500.0,sedan,280,3.7,Petrol,yes,2004,S 350
3380,BMW,8999.0,sedan,250,1.9,Petrol,yes,2001,316
3381,Toyota,14850.0,hatch,51,1.6,Petrol,yes,2013,Auris
3382,BMW,24100.0,vagon,112,3.0,Petrol,yes,2011,X1
3383,BMW,66500.0,crossover,1,2.0,Diesel,yes,2016,X5
3384,BMW,24500.0,crossover,195,4.8,Petrol,yes,2007,X5
3385,Toyota,23499.0,crossover,174,4.0,Gas,yes,2008,Land Cruiser Prado
3386,Volkswagen,14500.0,vagon,229,2.0,Diesel,yes,2009,Passat B6
3387,Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Logan
3388,Audi,1852.5,sedan,150,1.8,Petrol,yes,1985,80
3389,Mitsubishi,8777.0,sedan,180,20.0,Petrol,yes,2007,Lancer X
3390,BMW,8500.0,sedan,245,2.2,Petrol,yes,2002,523
3391,BMW,18939.537220470535,crossover,4,4.4,Petrol,yes,2016,X5 M
3392,Mercedes-Benz,21500.0,sedan,146,1.8,Gas,yes,2012,E-Class
3393,Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005,Passat B6
3394,Mercedes-Benz,4500.0,other,356,2.3,Petrol,yes,1991,230
3395,Volkswagen,21900.0,van,166,2.0,Diesel,yes,2011,T6 (Transporter)
3396,Mercedes-Benz,102800.0,van,0,2.2,Diesel,yes,2016,V 250
3397,Renault,7750.0,van,70,1.5,Diesel,yes,2014,Kangoo
3398,Volkswagen,9750.0,van,253,1.9,Diesel,yes,2010,Caddy
3399,Toyota,10500.0,sedan,82,2.7867418728772444,Petrol,yes,2010,Corolla
3400,Renault,3100.0,vagon,150,1.9,Diesel,no,2003,Laguna
3401,BMW,1900.0,sedan,200,1.8,Gas,no,1994,318
3402,BMW,14300.0,sedan,217,3.0,Diesel,yes,2005,530
3403,Renault,4300.0,van,1,1.5,Diesel,yes,2003,Kangoo
3404,Audi,17000.0,crossover,127,3.0,Diesel,no,2013,Q7
3405,Toyota,17999.0,crossover,35,2.0,Petrol,yes,2009,Rav 4
3406,Mercedes-Benz,99000.0,crossover,0,3.0,Diesel,yes,2016,GLS 350
3407,Audi,3100.0,hatch,114,1.6,Petrol,no,2001,A3
3408,Mitsubishi,6999.0,sedan,113,1.5,Petrol,yes,2007,Lancer X
3409,Toyota,13900.0,sedan,102,3.5,Gas,yes,2008,Camry
3410,Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014,GL 350
3411,Mercedes-Benz,11800.0,van,148,2.2,Diesel,yes,2010,Vito
3412,Mercedes-Benz,115555.0,crossover,39,3.0,Diesel,yes,2015,G 350
3413,Audi,21000.0,sedan,210,4.2,Petrol,yes,2009,A8
3414,Mercedes-Benz,3150.0,vagon,220,1.7,Other,no,2001,A 170
3415,Volkswagen,18939.537220470535,van,158,1.6,Diesel,yes,2012,Caddy
3416,Audi,1950.0,vagon,300,1.8,Petrol,no,1999,A4
3417,Mitsubishi,12500.0,crossover,120,2.5,Diesel,yes,2007,Pajero Sport
3418,Mitsubishi,5999.0,van,258,2.7867418728772444,Diesel,yes,1999,L 400
3419,Volkswagen,3100.0,sedan,232,1.9,Diesel,no,2001,Passat B5
3420,Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100
3421,Audi,4200.0,sedan,236,2.5,Diesel,no,2003,A6
3422,Audi,2100.0,vagon,230,1.9,Diesel,no,2000,A4
3423,BMW,32500.0,vagon,162,3.0,Diesel,yes,2012,530
3424,Audi,15500.0,vagon,180,2.0,Diesel,yes,2007,A6
3425,Mercedes-Benz,11500.0,sedan,224,2.6,Gas,yes,2003,E-Class
3426,Audi,3000.0,sedan,265,1.8,Petrol,yes,1988,80
3427,BMW,4550.0,sedan,200,2.8,Petrol,no,1997,528
3428,BMW,18777.0,sedan,134,4.4,Petrol,yes,2005,545
3429,Audi,19700.0,crossover,172,3.6,Petrol,yes,2007,Q7
3430,Renault,10950.0,vagon,180,1.5,Diesel,yes,2011,Megane
3431,Volkswagen,9600.0,other,128,1.9,Diesel,yes,2010,Caddy
3432,Renault,6700.0,hatch,96,1.4,Petrol,yes,2010,Sandero
3433,Audi,2411.0,sedan,240,1.6,Other,yes,1987,80
3434,BMW,23500.0,crossover,74,2.0,Petrol,yes,2010,X1
3435,Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010,Passat B6
3436,Volkswagen,38764.0,sedan,0,2.0,Diesel,yes,2014,Passat CC
3437,Volkswagen,5500.0,van,380,2.4,Diesel,yes,1999,T4 (Transporter) 
3438,Mercedes-Benz,11800.0,sedan,150,2.2,Diesel,yes,2004,E-Class
3439,Toyota,52500.0,crossover,43,3.0,Other,yes,2014,Land Cruiser Prado
3440,Audi,31500.0,sedan,80,2.0,Petrol,yes,2013,A6
3441,Volkswagen,22800.0,other,161,2.0,Diesel,yes,2011,Amarok
3442,BMW,21000.0,other,130,2.5,Petrol,yes,2006,325
3443,Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997,E-Class
3444,Mercedes-Benz,9900.0,sedan,320,2.7,Diesel,yes,2001,E-Class
3445,Volkswagen,1500.0,sedan,265,1.8,Petrol,yes,1988,Jetta
3446,BMW,2850.0,sedan,386,5.0,Gas,yes,1988,750
3447,Volkswagen,19999.0,other,48,2.0,Diesel,yes,2012,Eos
3448,BMW,7000.0,sedan,338,2.7867418728772444,Petrol,yes,1997,728
3449,Volkswagen,11250.0,other,159,1.4,Petrol,yes,2010,Golf VI
3450,Mitsubishi,46000.0,crossover,0,2.4,Diesel,yes,2016,Pajero Sport
3451,Volkswagen,18300.0,van,1,2.2,Diesel,yes,2013,T5 (Transporter) 
3453,BMW,18400.0,crossover,256,3.0,Diesel,yes,2006,X5
3454,BMW,12900.0,sedan,121,2.0,Petrol,yes,2007,318
3455,Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200
3456,BMW,46000.0,sedan,5,2.0,Petrol,yes,2016,520
3457,Volkswagen,3200.0,other,650,1.9,Diesel,yes,1999,Caddy
3458,BMW,6500.0,vagon,377,2.0,Gas,yes,1998,520
3459,Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013,Multivan
3460,Mitsubishi,6900.0,sedan,190,1.6,Gas,yes,2007,Lancer
3461,Mercedes-Benz,104000.0,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG
3462,Mitsubishi,5200.0,van,200,1.6,Petrol,yes,2003,Space Star
3463,Mitsubishi,8400.0,sedan,147,2.0,Petrol,yes,2007,Lancer
3464,Volkswagen,1450.0,hatch,200,1.8,Gas,no,1992,Golf III
3465,Volkswagen,13700.0,other,103,2.0,Diesel,yes,2013,T5 (Transporter) 
3466,Toyota,18950.0,sedan,45,1.8,Petrol,yes,2014,Avensis
3467,Mercedes-Benz,13000.0,other,247,2.2,Diesel,yes,2012,Sprinter 313
3468,Mitsubishi,19800.0,crossover,67,2.0,Gas,yes,2013,Outlander
3469,Mercedes-Benz,22500.0,sedan,213,2.2,Diesel,yes,2012,E-Class
3470,BMW,19500.0,sedan,190,6.0,Petrol,yes,2004,760
3471,Volkswagen,18939.537220470535,other,67,1.8,Other,yes,2008,Passat B6
3472,Mercedes-Benz,6100.0,sedan,300,3.2,Diesel,no,2004,E-Class
3473,Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012,Passat B7
3474,Mercedes-Benz,3799.0,van,350,2.2,Diesel,yes,2000,Vito
3475,BMW,8900.0,sedan,250,2.5,Diesel,yes,2001,525
3476,Volkswagen,8000.0,van,350,1.9,Diesel,yes,2004,T5 (Transporter)
3477,BMW,4500.0,sedan,300,3.0,Diesel,yes,2000,330
3478,Volkswagen,2600.0,van,10,2.4,Diesel,yes,1988,LT
3479,Mercedes-Benz,31669.0,hatch,2,2.7867418728772444,Other,yes,2015,B-Class Electric Drive
3480,BMW,4300.0,sedan,240,2.5,Diesel,no,2002,525
3481,Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014,GL 350
3482,BMW,31000.0,vagon,15,2.7867418728772444,Other,yes,2015,I3
3483,Renault,10000.0,other,214,2.5,Diesel,yes,2008,Master
3484,Audi,56000.0,crossover,44,3.0,Diesel,yes,2014,Q7
3485,BMW,21700.0,sedan,259,3.0,Diesel,yes,2007,730
3486,BMW,89999.0,crossover,17,4.4,Petrol,yes,2015,X6 M
3487,Mitsubishi,9200.0,sedan,92,2.0,Petrol,yes,2010,Lancer X
3488,Audi,21700.0,sedan,167,3.0,Petrol,yes,2009,A6
3489,Mercedes-Benz,27300.0,crossover,149,5.46,Petrol,yes,2009,ML 550
3490,Volkswagen,15200.0,van,132,2.5,Diesel,yes,2009,T5 (Transporter)
3491,Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013,Caddy
3492,Mercedes-Benz,14500.0,vagon,178,3.0,Diesel,yes,2006,E-Class
3493,Renault,7800.0,vagon,120,1.5,Diesel,yes,2008,Megane
3494,Mercedes-Benz,15250.0,sedan,210,2.2,Diesel,yes,2006,E-Class
3495,Audi,13500.0,sedan,196,2.4,Petrol,yes,2005,A6
3496,Audi,23333.0,other,150,4.2,Petrol,yes,2007,Q7
3497,Mercedes-Benz,18800.0,other,90,1.8,Petrol,yes,2008,CLC 180
3498,Mitsubishi,6700.0,sedan,193,1.6,Petrol,yes,2005,Lancer
3499,Toyota,8200.0,crossover,212,2.0,Gas,yes,2003,Rav 4
3500,Volkswagen,1650.0,sedan,210,1.8,Petrol,no,1998,Passat B4
3501,Audi,49500.0,crossover,44,3.0,Diesel,yes,2013,Q7
3502,Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013,Jetta
3503,Volkswagen,10300.0,hatch,110,1.9,Diesel,yes,2008,Caddy
3504,Toyota,12500.0,sedan,175,2.4,Petrol,yes,2007,Camry
3505,Mitsubishi,6800.0,sedan,170,1.6,Petrol,yes,2004,Lancer
3506,BMW,33500.0,sedan,1,1.5,Petrol,yes,2015,318
3507,Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016,Auris
3508,Volkswagen,1499.0,sedan,220,2.0,Gas,no,1995,Passat B4
3509,Volkswagen,18900.0,hatch,56,2.0,Petrol,yes,2012,Golf GTI
3511,BMW,52000.0,crossover,7,2.0,Diesel,yes,2015,X1
3512,Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,T5 (Transporter)
3514,Mercedes-Benz,3200.0,sedan,390,2.3,Gas,yes,1985,E-Class
3515,Audi,88888.0,crossover,0,3.0,Diesel,yes,2015,Q7
3516,Renault,7450.0,other,208,1.9,Other,yes,2004,Trafic
3517,Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010,GL 450
3518,BMW,14200.0,sedan,263,3.0,Petrol,yes,2004,530
3519,Renault,6300.0,vagon,202,1.5,Diesel,yes,2005,Scenic
3520,Renault,4350.0,van,188,1.5,Diesel,yes,2004,Kangoo
3521,Renault,11100.0,vagon,155,1.5,Diesel,yes,2012,Megane
3522,Volkswagen,6300.0,vagon,132,2.8,Gas,yes,1995,Passat B4
3523,Renault,3300.0,van,256,1.5,Diesel,yes,2005,Kangoo
3524,Mercedes-Benz,7450.0,sedan,300,2.0,Gas,yes,2000,C-Class
3525,Mitsubishi,1850.0,sedan,145,1.6,Petrol,no,1997,Carisma
3526,Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005,Sprinter 313
3527,Renault,12850.0,other,226,2.3,Diesel,yes,2012,Master
3528,Toyota,18300.0,hatch,30,1.6,Petrol,yes,2014,Auris
3529,Volkswagen,14700.0,sedan,97,1.4,Gas,yes,2012,Passat B7
3530,Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002,Passat B5
3531,Mercedes-Benz,12999.0,sedan,247,4.0,Diesel,yes,2003,S 400
3532,Mercedes-Benz,11850.0,van,177,2.2,Diesel,yes,2011,Vito
3533,Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013,Passat B7
3534,Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010,E-Class
3535,Renault,5899.0,vagon,189,2.7867418728772444,Diesel,no,2012,Megane
3536,Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006,Passat B6
3538,Toyota,16800.0,crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado
3539,Mercedes-Benz,10600.0,van,250,2.2,Diesel,yes,2006,Sprinter 313
3540,Mercedes-Benz,114999.0,crossover,0,3.0,Diesel,yes,2016,GLS 350
3541,Renault,4700.0,hatch,124,1.5,Diesel,yes,2003,Kangoo
3542,Mercedes-Benz,20000.0,crossover,251,5.0,Gas,yes,2002,ML 500
3543,Mercedes-Benz,104999.0,crossover,1,3.0,Diesel,yes,2016,GLE-Class
3544,Mercedes-Benz,9000.0,sedan,198,4.0,Diesel,yes,2002,S 400
3545,BMW,36300.0,crossover,83,3.5,Petrol,yes,2010,X6
3546,Toyota,19400.0,crossover,88,2.0,Petrol,yes,2011,Rav 4
3547,Mercedes-Benz,7700.0,sedan,230,2.0,Petrol,yes,2001,C-Class
3548,Mitsubishi,17500.0,other,69,2.5,Diesel,yes,2011,L 200
3549,BMW,31000.0,sedan,100,2.0,Petrol,yes,2012,520
3550,Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado
3551,BMW,13500.0,sedan,233,3.0,Diesel,yes,2003,530
3552,Renault,4900.0,van,150,2.0,Diesel,yes,2007,Trafic
3553,Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002,Vito
3554,Renault,10900.0,vagon,175,1.5,Diesel,yes,2012,Megane
3555,BMW,2200.0,sedan,303,2.5,Diesel,no,1999,525
3556,BMW,7200.0,sedan,270,3.0,Diesel,no,2004,530
3557,BMW,20500.0,other,114,2.7867418728772444,Other,yes,2008,325
3558,Toyota,9150.0,hatch,87,1.6,Petrol,yes,2008,Auris
3559,BMW,5900.0,sedan,10,2.8,Petrol,yes,1989,328
3560,Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001,Carisma
3561,Volkswagen,1500.0,vagon,200,1.8,Gas,yes,1996,Passat B4
3562,Volkswagen,9500.0,hatch,62,1.2,Diesel,yes,2011,Polo
3563,Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997,Vito
3564,Volkswagen,3650.0,sedan,300,1.8,Petrol,yes,1996,Vento
3565,Mercedes-Benz,63000.0,crossover,160,3.0,Diesel,yes,2013,GL 350
3566,Volkswagen,6600.0,van,240,1.9,Diesel,yes,2008,Caddy
3567,Toyota,36000.0,crossover,940,2.7867418728772444,Other,yes,2009,Land Cruiser 200
3568,Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007,Avensis
3569,Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013,Scirocco
3570,Mitsubishi,9800.0,sedan,56,1.5,Petrol,yes,2011,Lancer X
3571,Mercedes-Benz,11200.0,sedan,198,6.0,Petrol,yes,2004,S 600
3572,Volkswagen,18000.0,crossover,117,2.5,Diesel,yes,2006,Touareg
3573,Mitsubishi,28500.0,crossover,0,2.0,Petrol,yes,2016,Outlander
3574,Mitsubishi,9800.0,sedan,81,2.0,Petrol,yes,2009,Lancer X
3575,BMW,33000.0,sedan,60,2.7867418728772444,Petrol,yes,2012,328
3576,Audi,3900.0,sedan,247,2.5,Diesel,no,2003,A6
3577,Mitsubishi,22711.65,crossover,1,2.0,Petrol,yes,2016,Outlander
3578,BMW,6500.0,sedan,298,2.5,Petrol,yes,1998,523
3579,Volkswagen,4999.0,hatch,300,1.9,Diesel,yes,1999,Golf IV
3580,Renault,9100.0,vagon,176,1.5,Diesel,yes,2011,Scenic
3581,Mercedes-Benz,11000.0,sedan,319,2.2,Diesel,yes,2003,220
3582,Volkswagen,7200.0,hatch,159,1.6,Petrol,yes,2007,Golf V
3583,Mercedes-Benz,10900.0,van,191,2.2,Diesel,yes,2007,Vito
3584,Volkswagen,35000.0,sedan,74,4.2,Gas,yes,2011,Phaeton
3585,Mitsubishi,11500.0,sedan,134,2.4,Petrol,yes,2009,Galant
3586,Mercedes-Benz,9999.0,van,154,2.2,Diesel,yes,2007,Vito
3587,Audi,18939.537220470535,sedan,300,2.5,Diesel,no,2001,A8
3588,Renault,4400.0,other,220,1.5,Diesel,yes,2004,Kangoo
3589,Mitsubishi,4000.0,hatch,367,1.6,Gas,yes,1997,Carisma
3590,Audi,29999.0,other,90,3.0,Petrol,yes,2011,A5
3591,Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012,Caddy
3592,Mitsubishi,5500.0,crossover,30,2.5,Diesel,yes,2014,Pajero Sport
3593,BMW,39333.0,sedan,6,2.0,Petrol,yes,2016,520
3594,Mitsubishi,17000.0,crossover,215,3.8,Petrol,yes,2006,Pajero Wagon
3595,Toyota,20900.0,sedan,18,2.5,Other,yes,2013,Camry
3596,BMW,15000.0,sedan,137,2.2,Petrol,yes,2004,520
3597,Volkswagen,1850.0,other,200,1.6,Petrol,no,1999,Golf IV
3598,Renault,6900.0,hatch,47,1.4,Petrol,yes,2012,Sandero
3599,Volkswagen,11990.0,sedan,245,2.0,Diesel,yes,2007,Passat B6
3600,Mercedes-Benz,41000.0,van,55,3.0,Diesel,yes,2011,Viano
3601,BMW,42000.0,sedan,5,2.0,Petrol,yes,2016,520
3602,Renault,7700.0,van,128,1.5,Diesel,yes,2012,Kangoo
3603,Volkswagen,7750.0,van,265,1.9,Diesel,yes,2002,T4 (Transporter)
3604,Toyota,10100.0,other,83,1.6,Other,yes,2008,Corolla
3605,Renault,7500.0,van,128,1.5,Diesel,yes,2009,Kangoo
3606,BMW,2700.0,sedan,220,2.5,Petrol,no,2002,525
3607,Mercedes-Benz,74900.0,other,32,6.3,Petrol,yes,2007,CL 63 AMG
3608,Renault,800.0,van,200,1.9,Diesel,no,1997,Scenic
3609,Mitsubishi,17900.0,crossover,89,3.8,Gas,yes,2008,Pajero Wagon
3610,Audi,29000.0,vagon,213,3.0,Diesel,yes,2010,A6 Allroad
3611,BMW,17100.0,crossover,188,3.0,Diesel,yes,2004,X5
3612,Volkswagen,33500.0,crossover,98,2.7867418728772444,Petrol,yes,2013,Touareg
3613,Mercedes-Benz,1600.0,sedan,338,3.0,Diesel,no,1991,E-Class
3614,Mercedes-Benz,11777.0,other,300,4.3,Gas,yes,2001,S 430
3615,BMW,6699.0,sedan,299,2.2,Petrol,yes,2001,523
3616,BMW,3900.0,vagon,240,3.0,Diesel,no,2001,530
3617,Volkswagen,6500.0,sedan,212,1.6,Petrol,yes,2003,Bora
3618,BMW,51500.0,hatch,77,3.0,Petrol,yes,2012,535
3619,Renault,6500.0,vagon,186,1.5,Diesel,yes,2004,Megane
3620,BMW,10800.0,other,191,2.2,Petrol,yes,2002,320
3621,Audi,2450.0,vagon,240,2.5,Diesel,no,2000,A4
3622,Volkswagen,18939.537220470535,van,207,2.0,Diesel,yes,2012,T5 (Transporter) 
3623,Toyota,28800.0,crossover,29,2.2,Diesel,yes,2015,Rav 4
3624,Volkswagen,6900.0,crossover,258,2.5,Diesel,no,2004,Touareg
3625,Toyota,47700.0,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200
3626,Volkswagen,12700.0,van,75,1.2,Petrol,yes,2012,Caddy
3627,Toyota,7900.0,hatch,56,1.0,Gas,yes,2011,Aygo
3628,BMW,18000.0,sedan,180,2.0,Other,no,2011,520
3629,BMW,8899.0,sedan,170,2.2,Petrol,yes,2001,520
3630,Mercedes-Benz,57000.0,other,0,1.6,Petrol,yes,2016,C-Class
3631,Mercedes-Benz,2100.0,sedan,535,2.2,Diesel,yes,1995,210
3632,Audi,10900.0,sedan,199,3.0,Petrol,yes,2004,A8
3633,Toyota,42500.0,crossover,50,3.0,Diesel,yes,2012,Land Cruiser Prado
3634,BMW,51900.0,crossover,106,3.0,Diesel,yes,2012,X6
3635,Renault,3300.0,van,345,1.9,Diesel,yes,2001,Kangoo
3636,Mercedes-Benz,187555.0,other,0,4.7,Petrol,yes,2016,S 500
3637,Mercedes-Benz,16555.0,sedan,159,3.5,Gas,yes,2006,CLS 350
3638,Mercedes-Benz,7000.0,van,197,2.2,Diesel,yes,2002,Vito
3639,Mercedes-Benz,9300.0,sedan,342,2.6,Petrol,yes,2003,E-Class
3640,Audi,11500.0,sedan,85,1.8,Petrol,yes,2007,A4
3641,Mercedes-Benz,8000.0,crossover,314,99.99,Gas,yes,2000,ML 320
3642,Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016,Auris
3643,Volkswagen,37990.0,crossover,140,3.0,Diesel,yes,2012,Touareg
3644,Mercedes-Benz,2400.0,sedan,1,2.0,Petrol,no,2001,C-Class
3645,Mercedes-Benz,219900.0,crossover,33,5.5,Petrol,yes,2013,G 63 AMG
3646,Renault,7150.0,van,142,1.5,Diesel,yes,2012,Kangoo
3647,Toyota,5000.0,crossover,289,2.0,Diesel,no,2003,Rav 4
3648,Mercedes-Benz,7700.0,sedan,390,3.0,Diesel,no,2007,E-Class
3649,Mercedes-Benz,28500.0,crossover,190,3.2,Diesel,yes,2008,ML 320
3650,Toyota,61000.0,crossover,100,4.5,Diesel,yes,2013,Land Cruiser 200
3651,Toyota,14700.0,vagon,98,2.0,Gas,yes,2008,Rav 4
3652,Toyota,18939.537220470535,hatch,28,1.6,Petrol,yes,2014,Auris
3653,Volkswagen,21900.0,sedan,107,3.0,Diesel,yes,2009,Phaeton
3654,Audi,53700.0,crossover,67,3.0,Petrol,yes,2013,A6 Allroad
3655,Volkswagen,19200.0,crossover,155,2.5,Diesel,yes,2008,Touareg
3656,Audi,18700.0,sedan,136,2.0,Diesel,yes,2009,A6
3657,Audi,9600.0,vagon,230,2.5,Diesel,yes,2004,A6
3658,Volkswagen,10500.0,van,312,2.5,Diesel,yes,1998,Multivan
3660,Volkswagen,18200.0,crossover,179,2.5,Diesel,yes,2007,Touareg
3661,Audi,52000.0,other,124,3.0,Diesel,yes,2012,A8
3662,BMW,13700.0,sedan,122,2.0,Petrol,yes,2007,318
3663,BMW,15000.0,vagon,245,3.0,Gas,yes,2006,530
3664,Mitsubishi,6400.0,sedan,127,1.6,Petrol,yes,2006,Lancer
3665,Toyota,54000.0,crossover,147,4.5,Diesel,yes,2011,Land Cruiser 200
3666,Toyota,23700.0,sedan,100,2.5,Gas,yes,2014,Camry
3667,Volkswagen,13950.0,hatch,104,1.2,Petrol,yes,2012,Golf Plus
3668,Toyota,23200.0,crossover,160,4.0,Petrol,yes,2008,Land Cruiser Prado
3669,Audi,2750.0,sedan,450,2.5,Diesel,no,1999,A6
3670,Audi,89999.0,crossover,0,3.0,Diesel,yes,2015,Q7
3671,BMW,18939.537220470535,sedan,65,2.0,Petrol,yes,2012,320
3672,BMW,21700.0,crossover,125,3.0,Petrol,yes,2007,X5
3673,Mercedes-Benz,18939.537220470535,van,12,2.2,Diesel,yes,2015,V 250
3674,Toyota,16500.0,crossover,328,4.2,Diesel,yes,1993,Land Cruiser 80
3675,BMW,15000.0,crossover,85,4.8,Petrol,no,2010,X5
3676,Mercedes-Benz,61500.0,crossover,16,3.0,Diesel,yes,2013,ML 350
3677,BMW,1700.0,sedan,200,2.0,Diesel,no,2003,320
3678,BMW,8500.0,sedan,352,2.17,Petrol,yes,2001,520
3679,Toyota,9999.0,sedan,250,2.4,Petrol,yes,2003,Camry
3680,Audi,3300.0,vagon,300,2.5,Diesel,no,1999,A6
3681,Volkswagen,19900.0,other,112,2.0,Petrol,yes,2012,Passat CC
3682,Renault,11300.0,vagon,160,1.5,Diesel,yes,2011,Laguna
3683,Toyota,14900.0,sedan,149,3.5,Gas,yes,2008,Camry
3684,Toyota,39000.0,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200
3685,Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,S 500
3686,BMW,72900.0,crossover,16,3.0,Diesel,yes,2015,X6
3688,Mercedes-Benz,18939.537220470535,sedan,23,5.5,Petrol,yes,2011,S 550
3689,Renault,13900.0,vagon,89,1.5,Diesel,yes,2013,Megane
3690,Renault,6800.0,van,131,1.5,Diesel,yes,2013,Kangoo
3691,Mercedes-Benz,8500.0,van,270,2.2,Diesel,yes,2004,Vito
3692,Volkswagen,7600.0,van,158,2.0,Diesel,yes,2009,Caddy
3693,Toyota,30950.0,other,45,4.6,Petrol,yes,2013,Tundra
3694,Audi,3990.0,sedan,413,2.6,Gas,yes,1993,100
3695,Audi,68500.0,sedan,44,6.3,Petrol,yes,2012,A8
3696,Audi,33500.0,sedan,42,2.0,Petrol,yes,2013,A5
3697,BMW,11500.0,sedan,193,4.4,Petrol,yes,2000,740
3698,Toyota,24999.0,crossover,153,4.0,Petrol,yes,2007,Land Cruiser Prado
3699,Audi,1850.0,sedan,250,2.5,Diesel,no,1999,A4
3700,Mercedes-Benz,29500.0,crossover,55,2.2,Diesel,no,2013,ML 250
3701,Mercedes-Benz,57000.0,sedan,43,4.7,Petrol,yes,2012,CLS 500
3702,Audi,30900.0,hatch,195,3.0,Diesel,yes,2010,A5
3703,Toyota,7000.0,crossover,150,2.0,Petrol,yes,2000,Rav 4
3704,Volkswagen,8950.0,van,170,1.6,Diesel,yes,2013,Caddy
3705,Mitsubishi,2500.0,crossover,1,2.5,Diesel,yes,2007,L 200
3706,Renault,8350.0,other,141,1.5,Other,yes,2012,Megane
3707,BMW,11400.0,sedan,206,3.0,Petrol,yes,2003,530
3708,Renault,6200.0,van,322,2.7867418728772444,Diesel,yes,2001,Trafic
3709,Volkswagen,2600.0,sedan,280,2.5,Diesel,no,2000,Passat B5
3710,Mercedes-Benz,7450.0,sedan,219,2.0,Petrol,yes,2000,C-Class
3711,Audi,9499.0,sedan,255,2.5,Diesel,yes,2002,A6
3712,Toyota,14900.0,sedan,106,2.4,Petrol,yes,2008,Camry
